InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,IsCancellation
562269,23345,DOLLY GIRL BEAKER,1,2011-08-03 16:35:00,1.25,14056,United Kingdom,False
565431,20752,BLUE POLKADOT WASHING UP GLOVES,4,2011-09-04 13:15:00,2.1,14965,United Kingdom,False
543660,22026,BANQUET BIRTHDAY  CARD,1,2011-02-11 10:40:00,0.83,,United Kingdom,False
569524,22979,PANTRY WASHING UP BRUSH,1,2011-10-04 14:42:00,1.45,14506,United Kingdom,False
577314,22654,DELUXE SEWING KIT,3,2011-11-18 13:23:00,5.95,12444,Norway,False
579508,22211,WOOD STAMP SET FLOWERS,1,2011-11-29 16:33:00,3.29,,United Kingdom,False
564221,21930,JUMBO STORAGE BAG SKULLS,6,2011-08-24 09:36:00,4.96,,United Kingdom,False
536605,21172,PARTY METAL SIGN,12,2010-12-02 08:52:00,1.45,13715,United Kingdom,False
574550,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-11-04 15:18:00,2.95,12484,Spain,False
540821,21617,4 LILY  BOTANICAL DINNER CANDLES,2,2011-01-11 13:16:00,2.51,,United Kingdom,False
544766,82580,BATHROOM METAL SIGN,1,2011-02-23 11:09:00,1.25,,United Kingdom,False
568321,22812,PACK 3 BOXES CHRISTMAS PANNETONE,12,2011-09-26 13:36:00,1.95,13639,United Kingdom,False
568675,21929,JUMBO BAG PINK VINTAGE PAISLEY,20,2011-09-28 13:32:00,1.79,14298,United Kingdom,False
573094,21534,DAIRY MAID LARGE MILK JUG,1,2011-10-27 14:39:00,4.95,15707,United Kingdom,False
559338,23120,PACK OF 6 SMALL FRUIT STRAWS,6,2011-07-07 16:30:00,0.79,,United Kingdom,False
563922,21403,BLUE EGG  SPOON,3,2011-08-21 14:10:00,0.12,14529,United Kingdom,False
567161,85099B,JUMBO BAG RED RETROSPOT,100,2011-09-18 10:46:00,1.79,15947,United Kingdom,False
577485,23237,SET OF 4 KNICK KNACK TINS LEAF,2,2011-11-20 11:56:00,4.15,16360,United Kingdom,False
541038,21427,SKULLS STORAGE BOX SMALL,4,2011-01-13 12:10:00,2.1,16395,United Kingdom,False
580983,22037,ROBOT BIRTHDAY CARD,3,2011-12-06 16:26:00,0.83,,United Kingdom,False
547108,20718,RED RETROSPOT SHOPPER BAG,4,2011-03-21 11:36:00,1.25,14659,United Kingdom,False
541268,22863,SOAP DISH BROCANTE,2,2011-01-17 10:52:00,2.95,12872,United Kingdom,False
537666,20963,APPLE BATH SPONGE,1,2010-12-07 18:36:00,2.51,,United Kingdom,False
C547232,22424,ENAMEL BREAD BIN CREAM,-1,2011-03-21 16:15:00,12.75,12994,United Kingdom,True
536538,21690,SILVER  CANDLEPOT JARDIN,4,2010-12-01 13:54:00,3.75,14594,United Kingdom,False
550476,84997B,CHILDRENS CUTLERY RETROSPOT RED,12,2011-04-18 14:00:00,3.39,15769,United Kingdom,False
580276,22534,MAGIC DRAWING SLATE SPACEBOY,10,2011-12-02 12:59:00,0.42,16426,United Kingdom,False
536592,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2010-12-01 17:06:00,4.21,,United Kingdom,False
545708,85194L,HANGING SPRING FLOWER EGG LARGE,12,2011-03-07 09:39:00,0.85,14915,United Kingdom,False
577077,23300,GARDENERS KNEELING PAD CUP OF TEA,4,2011-11-17 15:16:00,1.65,17799,United Kingdom,False
536409,90199C,5 STRAND GLASS NECKLACE CRYSTAL,3,2010-12-01 11:45:00,6.35,17908,United Kingdom,False
550015,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-04-14 10:54:00,3.75,17735,United Kingdom,False
540154,21633,SUNFLOWER DECORATIVE PARASOL,1,2011-01-05 11:30:00,8.47,,United Kingdom,False
539856,22690,DOORMAT HOME SWEET HOME BLUE,2,2010-12-22 14:41:00,0.0,,United Kingdom,False
549525,20675,BLUE POLKADOT BOWL,4,2011-04-08 15:44:00,2.46,,United Kingdom,False
557954,85099B,JUMBO BAG RED RETROSPOT,3,2011-06-23 18:44:00,2.08,15023,United Kingdom,False
580005,23079,TOADSTOOL BEDSIDE LIGHT,1,2011-12-01 11:38:00,8.95,16376,United Kingdom,False
564953,48187,DOORMAT NEW ENGLAND,10,2011-08-31 13:37:00,6.75,17588,United Kingdom,False
540821,22627,MINT KITCHEN SCALES,1,2011-01-11 13:16:00,16.98,,United Kingdom,False
541258,21733,RED HANGING HEART T-LIGHT HOLDER,3,2011-01-16 15:30:00,2.95,13634,United Kingdom,False
540473,16236,KITTY PENCIL ERASERS,3,2011-01-07 14:31:00,0.21,17284,United Kingdom,False
536865,82583,HOT BATHS METAL SIGN,4,2010-12-03 11:28:00,4.21,,United Kingdom,False
547102,21980,PACK OF 12 RED RETROSPOT TISSUES,24,2011-03-21 10:41:00,0.29,14245,United Kingdom,False
547809,22251,BIRDHOUSE DECORATION MAGIC GARDEN,1,2011-03-25 13:54:00,1.25,12748,United Kingdom,False
559055,22029,SPACEBOY BIRTHDAY CARD,1,2011-07-05 17:09:00,0.83,,United Kingdom,False
560368,37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,1,2011-07-18 12:25:00,9.95,17841,United Kingdom,False
569893,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-10-06 15:51:00,2.08,12627,Germany,False
549910,23193,BUFFALO BILL TREASURE BOOK BOX,2,2011-04-12 17:12:00,2.25,16697,United Kingdom,False
546007,21992,VINTAGE PAISLEY STATIONERY SET,2,2011-03-08 15:34:00,2.46,,United Kingdom,False
575176,22271,FELTCRAFT DOLL ROSIE,1,2011-11-08 18:29:00,5.79,,United Kingdom,False
572220,22568,FELTCRAFT CUSHION OWL,1,2011-10-21 13:24:00,3.75,17800,United Kingdom,False
551811,84795B,SUNSET CHECK HAMMOCK,3,2011-05-04 11:37:00,7.95,15039,United Kingdom,False
550211,21033,JUMBO BAG CHARLIE AND LOLA TOYS,2,2011-04-15 10:41:00,4.13,,United Kingdom,False
570428,22728,ALARM CLOCK BAKELIKE PINK,1,2011-10-10 14:02:00,3.75,15553,United Kingdom,False
574076,23265,SET OF 3 WOODEN TREE DECORATIONS,3,2011-11-02 15:38:00,2.46,,United Kingdom,False
572088,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,2,2011-10-20 14:33:00,0.85,14585,United Kingdom,False
543097,21399,BLUE POLKADOT COFFEE MUG,1,2011-02-03 11:41:00,4.13,,United Kingdom,False
548807,21080,SET/20 RED RETROSPOT PAPER NAPKINS,96,2011-04-04 12:54:00,0.72,16422,United Kingdom,False
578312,84006,MAGIC TREE -PAPER FLOWERS,12,2011-11-23 16:24:00,0.85,14032,United Kingdom,False
541225,20679,EDWARDIAN PARASOL RED,2,2011-01-14 14:47:00,5.95,14099,United Kingdom,False
545591,22379,RECYCLING BAG RETROSPOT,5,2011-03-04 10:28:00,2.1,17581,United Kingdom,False
572065,35649,VINTAGE BEAD COSMETIC BAG,1,2011-10-20 13:06:00,3.35,12556,Spain,False
577696,23312,VINTAGE CHRISTMAS GIFT SACK,2,2011-11-21 11:57:00,4.15,16406,United Kingdom,False
555594,22961,JAM MAKING SET PRINTED,12,2011-06-06 10:09:00,1.45,13880,United Kingdom,False
579536,23497,CLASSIC CHROME BICYCLE BELL,12,2011-11-30 09:53:00,1.45,12957,United Kingdom,False
563748,22602,RETROSPOT WOODEN HEART DECORATION,12,2011-08-19 10:06:00,0.85,16170,United Kingdom,False
544930,22557,PLASTERS IN TIN VINTAGE PAISLEY,1,2011-02-24 18:26:00,1.65,17472,United Kingdom,False
581476,23168,CLASSIC CAFE SUGAR DISPENSER,12,2011-12-09 08:48:00,1.25,12433,Norway,False
539998,84675,,2,2011-01-04 10:16:00,0.0,,United Kingdom,False
538566,22111,SCOTTIE DOG HOT WATER BOTTLE,4,2010-12-13 11:21:00,11.02,,United Kingdom,False
569568,23551,PACK OF 12 PAISLEY PARK TISSUES,24,2011-10-05 09:57:00,0.39,12700,France,False
559817,23344,JUMBO BAG 50'S CHRISTMAS,1,2011-07-12 16:20:00,4.13,,United Kingdom,False
577811,23418,LAVENDER TOILETTE BOTTLE,12,2011-11-22 08:54:00,2.08,16311,United Kingdom,False
567174,22809,SET OF 6 T-LIGHTS SANTA,3,2011-09-18 13:31:00,2.95,16438,United Kingdom,False
574700,21351,CINAMMON & ORANGE WREATH,2,2011-11-06 13:53:00,6.75,16033,United Kingdom,False
564325,84660C,PINK STITCHED WALL CLOCK,120,2011-08-24 13:27:00,0.79,13694,United Kingdom,False
542737,21040,MODERN VINTAGE COTTON SHOPPING BAG,3,2011-01-31 15:52:00,2.55,15058,United Kingdom,False
557878,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,8,2011-06-23 13:13:00,3.25,16940,United Kingdom,False
549568,21931,JUMBO STORAGE BAG SUKI,3,2011-04-10 15:09:00,2.08,15665,United Kingdom,False
552883,22355,CHARLOTTE BAG SUKI DESIGN,100,2011-05-12 10:13:00,0.72,14646,Netherlands,False
541103,20767,BLUE PAISLEY JOURNAL,6,2011-01-13 14:24:00,2.55,14215,United Kingdom,False
576840,22701,PINK DOG BOWL,1,2011-11-16 15:23:00,2.46,,United Kingdom,False
544323,85114B,IVORY ENCHANTED FOREST PLACEMAT,4,2011-02-17 15:51:00,3.29,,United Kingdom,False
556642,21754,HOME BUILDING BLOCK WORD,2,2011-06-13 15:47:00,5.95,17236,United Kingdom,False
537201,22975,SPACEBOY CHILDRENS EGG CUP,12,2010-12-05 14:19:00,1.25,12472,Germany,False
573546,23212,HEART WREATH DECORATION WITH BELL,12,2011-10-31 13:13:00,1.25,15974,United Kingdom,False
C540270,20725,LUNCH BAG RED RETROSPOT,-1,2011-01-06 11:40:00,1.45,14680,United Kingdom,True
576073,22558,CLOTHES PEGS RETROSPOT PACK 24,1,2011-11-13 16:13:00,1.65,16930,United Kingdom,False
575964,21386,IVORY HANGING DECORATION  EGG,1,2011-11-13 12:31:00,0.19,15021,United Kingdom,False
561534,23338,EGG FRYING PAN RED,6,2011-07-28 09:45:00,2.08,14307,United Kingdom,False
578065,22960,JAM MAKING SET WITH JARS,5,2011-11-22 15:41:00,8.29,,United Kingdom,False
541244,21169,YOU'RE CONFUSING ME METAL SIGN,1,2011-01-16 12:35:00,1.69,15535,United Kingdom,False
552229,21051,RIBBONS PURSE,1,2011-05-06 15:40:00,4.13,,United Kingdom,False
566290,20974,12 PENCILS SMALL TUBE SKULL,1,2011-09-11 15:24:00,0.65,14456,United Kingdom,False
573305,79160,HEART SHAPE WIRELESS DOORBELL,1,2011-10-28 16:13:00,2.1,17837,United Kingdom,False
567197,21754,HOME BUILDING BLOCK WORD,6,2011-09-19 10:10:00,6.25,14934,Channel Islands,False
544434,82580,BATHROOM METAL SIGN,1,2011-02-18 16:12:00,1.25,,United Kingdom,False
545085,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-02-28 11:19:00,2.95,15039,United Kingdom,False
580635,22767,TRIPLE PHOTO FRAME CORNICE,2,2011-12-05 12:30:00,9.95,14649,United Kingdom,False
580528,22110,BIRD HOUSE HOT WATER BOTTLE,24,2011-12-04 15:28:00,2.55,14911,EIRE,False
564050,23204,CHARLOTTE BAG APPLES DESIGN,20,2011-08-22 13:32:00,0.85,17160,United Kingdom,False
564135,23336,EGG FRYING PAN PINK,2,2011-08-23 11:12:00,2.08,16550,United Kingdom,False
550953,21918,SET 12 KIDS COLOUR  CHALK STICKS,1,2011-04-21 16:17:00,0.83,,United Kingdom,False
577077,82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,1,2011-11-17 15:16:00,1.25,17799,United Kingdom,False
541422,22258,FELT FARM ANIMAL RABBIT,1,2011-01-17 17:48:00,0.83,,United Kingdom,False
539493,21110,LARGE CAKE TOWEL PINK SPOTS,1,2010-12-20 10:15:00,3.38,,United Kingdom,False
570258,48194,DOORMAT HEARTS,2,2011-10-10 09:56:00,14.13,,United Kingdom,False
544450,22204,MILK PAN BLUE POLKADOT,4,2011-02-20 12:23:00,3.75,17811,United Kingdom,False
550359,21927,BLUE/CREAM STRIPE CUSHION COVER,2,2011-04-18 10:41:00,1.25,17841,United Kingdom,False
538640,21584,RETROSPOT SMALL TUBE MATCHES,20,2010-12-13 14:32:00,1.65,17524,United Kingdom,False
C540786,22907,PACK OF 20 NAPKINS PANTRY DESIGN,-7,2011-01-11 11:42:00,0.85,15194,United Kingdom,True
567802,22029,SPACEBOY BIRTHDAY CARD,12,2011-09-22 12:06:00,0.42,14299,United Kingdom,False
539437,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1,2010-12-17 14:54:00,5.91,,United Kingdom,False
557407,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2011-06-20 11:33:00,0.85,14701,United Kingdom,False
572913,22505,MEMO BOARD COTTAGE DESIGN,1,2011-10-26 16:21:00,4.95,15993,United Kingdom,False
541104,22024,RAINY LADIES BIRTHDAY CARD,5,2011-01-13 14:29:00,0.83,,United Kingdom,False
558774,22422,TOOTHPASTE TUBE PEN,1,2011-07-04 10:17:00,1.25,,United Kingdom,False
560445,22843,BISCUIT TIN VINTAGE GREEN,24,2011-07-19 09:08:00,5.95,14156,EIRE,False
C559334,20898,VINTAGE NOTEBOOK TRAVELOGUE,-6,2011-07-07 15:50:00,2.95,16581,United Kingdom,True
539595,22651,GENTLEMAN SHIRT REPAIR KIT,1,2010-12-20 13:43:00,1.66,,United Kingdom,False
577319,22385,JUMBO BAG SPACEBOY DESIGN,1,2011-11-18 13:43:00,2.08,17301,United Kingdom,False
559338,85194S,HANGING SPRING FLOWER EGG SMALL,1,2011-07-07 16:30:00,0.63,,United Kingdom,False
577785,23331,DECORATIVE WICKER HEART SMALL,25,2011-11-21 16:25:00,0.63,16369,United Kingdom,False
545468,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2011-03-03 09:41:00,3.75,16571,United Kingdom,False
550299,22768,FAMILY PHOTO FRAME CORNICE,6,2011-04-15 16:46:00,9.95,17389,United Kingdom,False
562934,21471,STRAWBERRY RAFFIA FOOD COVER,1,2011-08-10 16:56:00,3.29,,United Kingdom,False
540469,20754,RETROSPOT RED WASHING UP GLOVES,2,2011-01-07 14:04:00,2.1,12484,Spain,False
579692,23240,SET OF 4 KNICK KNACK TINS DOILY,6,2011-11-30 14:05:00,4.15,12433,Norway,False
571305,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,17,2011-10-17 09:55:00,4.13,,United Kingdom,False
550478,22076,6 RIBBONS EMPIRE,12,2011-04-18 14:01:00,1.65,15755,United Kingdom,False
547042,21775,DECORATIVE FLORE BATHROOM BOTTLE,2,2011-03-20 11:00:00,2.46,,United Kingdom,False
555275,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,2011-06-01 17:18:00,1.25,,United Kingdom,False
571441,15056BL,EDWARDIAN PARASOL BLACK,1,2011-10-17 13:31:00,12.46,14096,United Kingdom,False
565763,23378,PACK OF 12 50'S CHRISTMAS TISSUES,432,2011-09-06 14:09:00,0.32,14739,United Kingdom,False
567461,22382,LUNCH BAG SPACEBOY DESIGN,5,2011-09-20 12:31:00,4.96,,United Kingdom,False
563555,22384,LUNCH BAG PINK POLKADOT,2,2011-08-17 13:21:00,1.65,16755,United Kingdom,False
570879,23078,ICE CREAM PEN LIP GLOSS,24,2011-10-13 08:42:00,1.25,12685,France,False
545221,22962,JAM JAR WITH PINK LID,12,2011-03-01 08:35:00,0.85,14740,United Kingdom,False
559042,22196,SMALL HEART MEASURING SPOONS,1,2011-07-05 15:34:00,1.63,,United Kingdom,False
568134,23173,REGENCY TEAPOT ROSES,2,2011-09-23 17:02:00,19.96,,United Kingdom,False
559693,22567,20 DOLLY PEGS RETROSPOT,1,2011-07-11 16:21:00,2.92,,United Kingdom,False
555653,82552,WASHROOM METAL SIGN,1,2011-06-06 14:12:00,1.45,17673,United Kingdom,False
575602,15056BL,EDWARDIAN PARASOL BLACK,1,2011-11-10 12:27:00,5.95,17059,United Kingdom,False
548492,20961,STRAWBERRY BATH SPONGE,1,2011-03-31 13:14:00,1.25,17841,United Kingdom,False
549239,22659,LUNCH BOX I LOVE LONDON,12,2011-04-07 11:37:00,1.95,13102,United Kingdom,False
570420,35833P,4 PINK FLOCK CHRISTMAS BALLS,1,2011-10-10 13:33:00,1.25,17841,United Kingdom,False
576852,23265,SET OF 3 WOODEN TREE DECORATIONS,3,2011-11-16 15:45:00,1.25,16809,United Kingdom,False
552245,21922,UNION STRIPE WITH FRINGE  HAMMOCK,1,2011-05-06 19:42:00,7.95,12748,United Kingdom,False
550496,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-04-18 15:05:00,4.13,,United Kingdom,False
553731,23231,WRAP DOILEY DESIGN,25,2011-05-19 08:26:00,0.42,12481,Germany,False
579555,23263,SET OF 3 WOODEN HEART DECORATIONS,3,2011-11-30 11:08:00,1.25,16241,United Kingdom,False
C543603,35004C,SET OF 3 COLOURED  FLYING DUCKS,-1,2011-02-10 13:40:00,5.45,15570,United Kingdom,True
552179,21166,COOK WITH WINE METAL SIGN,3,2011-05-06 13:31:00,2.08,16919,United Kingdom,False
567545,22569,FELTCRAFT CUSHION BUTTERFLY,8,2011-09-21 10:27:00,3.75,13155,United Kingdom,False
567183,21121,SET/10 RED POLKADOT PARTY CANDLES,2,2011-09-18 15:32:00,1.25,14769,United Kingdom,False
581219,70006,LOVE HEART POCKET WARMER,2,2011-12-08 09:28:00,3.29,,United Kingdom,False
551420,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-04-28 14:00:00,2.08,17068,United Kingdom,False
